inception_date,currency,risk_classification,min_initial_participation,remarks,min_additional_participation,min_maintaining_balance,min_holding_period,cutoff_time_for_participationredemption,settlement_date,trust_fee_structure,early_redemption_fee,benchmark,fund_name,classification,navpu,bank,url
"Aug 15, 2018",PHP,Moderately Aggressive,"PHP 500,000.00",,PHP 0.00,PHP 0.00,90 calendar days,02:00 PM,T+5,0.90% per annum,"0.25% of the redeemed amount or php 500, whichever is higher","1-month Bloomberg Valuation (Bloomberg ticker: BV1MRPTB), plus 5% 																		",UnionBank PHP Capital Accumulation  Global Fund of Funds,Fund of Funds - Multi-Asset,0,Union Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=347&bank_id=13
"Mar 28, 2022",USD,Moderately Aggressive,USD 100.00,,USD 0.00,USD 100.00,0 calendar days,02:00 PM,Subscription: T+1; Redemption: T+5 (end of day),0.50% p.a.,None,Bloomberg Barclays Global Aggregate Bond Index (Unhedged)			,BPI SUSTAINABLE GLOBAL BOND FUND,Fund of Funds - Fixed Income,93.86,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=440&bank_id=3
"Mar 28, 2022",USD,Aggressive,USD 100.00,,USD 0.00,USD 100.00,0 calendar days,02:00 PM,Subscription: T+1; Redemption: T+5 (end of day),0.75% p.a.,None,50% MSCI AC World Index + 50% Bloomberg Barclays Global Aggregate Bond Index (Unhedged)			,BPI SUSTAINABLE GLOBAL BALANCED FUND,Fund of Funds - Multi-Asset,94.46,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=441&bank_id=3
"Nov 28, 2013",PHP,Conservative,"PHP 50,000.00",,"PHP 25,000.00","PHP 50,000.00",0 calendar days,12:00 PM,T + 1,0.375% p.a.,NONE,		,AB CAPITAL SHORT,Money Market Fund,1.190483,AB Capital Asset Management,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=209&bank_id=29
"Jul 19, 2017",USD,Moderately Aggressive,"USD 10,000.00",,USD 0.00,USD 0.00,90 calendar days,02:00 PM,T + 5,0.90% per annum ,"0.25% of redeemed amount or USD 10, whichever is higher ",FTSE 1-Month USD Index (Bloomberg ticker: SBWMUD1U) plus 5% 												,UnionBank USD Capital Accumulation  Global Fund of Funds,Fund of Funds - Multi-Asset,0,Union Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=301&bank_id=13
"Nov 8, 2019",USD,Aggressive,"USD 1,000,000.00",,"USD 1,000.00","USD 1,000,000.00",30 calendar days,02:30 PM,T + 7 business days,0.75%,0.50% based on redemption amount,"50% ICE BofAML U.S. Corporates BBB3-A3 Rated Index (formerly known as The BofA Merrill Lynch U.S. Corporates, BBB3-A3 Rated Index) + 50% MSCI World Index														",PRUInvest USD Global Market Multi,Fund of Funds - Multi-Asset,1.0493,Pru Life UK Investments,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=382&bank_id=41
"Nov 8, 2019",USD,Aggressive,"USD 1,000.00",,USD 100.00,"USD 1,000.00",30 calendar days,02:30 PM,T + 7 business days,1.50%,0.50% based on redemption amount,"50% ICE BofAML U.S. Corporates BBB3-A3 Rated Index (formerly known as The BofA Merrill Lynch U.S. Corporates, BBB3-A3 Rated Index) + 50% MSCI World Index																",PRUInvest USD Global Market Multi,Fund of Funds - Multi-Asset,1.0377,Pru Life UK Investments,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=381&bank_id=41
"Jun 26, 2015",PHP,Conservative,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",3 banking days,12:00 PM,T+0,0.15%p.a. based on the Net Asset Value (NAV) of the Fund before trust fee for the day,1.0% of the amount redeemed,Bloomberg Phil Sovereign Bond Index Money Market (BPHILMM)																		,CHINA BANK CASH FUND (formerly CBC INSTITUTIONAL MMF),Money Market Fund,1.201719,China Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=255&bank_id=7
"Feb 20, 2009",PHP,Moderate,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",3 banking days,12:00 PM,T + 1,0.25% per annum based on the Net Asset Value (NAV) of the Fund before trust fee for the day,1.0% of the amount redeemed,Bloomberg Phil Sovereign Bond Index Money Market (BPHILMM)												,CHINA BANK MONEY MARKET FUND,Money Market Fund,1.396889,China Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=143&bank_id=7
"Aug 1, 2013",PHP,Moderately Conservative,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",0 calendar days,02:00 PM,Subscription: T+0; Redemption: T+0 (end of day) ,0.25% p.a.,None,"91-day Treasury Bill, net of tax																			",BPI MONEY MARKET FUND,Money Market Fund,275.75,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=50&bank_id=3
"Apr 4, 2005",PHP,Moderately Conservative,"PHP 1,000.00",,PHP 0.00,"PHP 1,000.00",0 calendar days,02:00 PM,Subscription: T+0; Redemption: T+0 (end of day),0.50% p.a.,None,91-day Treasury Bill net of tax																						,BPI SHORT TERM FUND,Money Market Fund,163.04,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=48&bank_id=3
"Sep 5, 2017",PHP,Moderate,"PHP 10,000.00",,"PHP 10,000.00","PHP 10,000.00",0 calendar days,02:30 PM,One (1) banking day after notice of redemption is received (T + 1),0.25% p.a.,None,Bloomberg BPHIL Money Market Index	,BDO SHORT TERM FUND,Money Market Fund,116.2426,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=305&bank_id=6
"Jun 27, 2017",PHP,Conservative,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",30 calendar days,12:00 PM,One (1) banking day after notice of redemption is received (T + 1),0.50% p.a. ,0.50% of the Original Participation Amount ,Bloomberg BPHIL Money Market Index					,BDO PERA SHORT TERM FUND,Money Market Fund,118.3657,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=297&bank_id=6
"Apr 1, 2005",PHP,Moderate,"PHP 10,000.00",,"PHP 10,000.00","PHP 10,000.00",0 calendar days,11:30 AM,After 4:00 p.m. on the same banking day the notice of redemption is received (T + 0),0.50% p.a.,None,1 year rolling Peso Time Deposit Average							,BDO PESO MONEY MARKET FUND,Money Market Fund,1715.4635,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=128&bank_id=6
"Nov 25, 2011",PHP,Moderate,PHP 0.00,,PHP 0.00,PHP 0.00,0 calendar days,11:30 AM,After 4:00 p.m. on the same banking day the notice of redemption is received (T + 0),None,None,1 year rolling Peso Time Deposit Average													,BDO INSTITUTIONAL CASH RESERVE FUND,Money Market Fund,129.7176,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=135&bank_id=6
"Aug 16, 2013",PHP,Conservative,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",7 calendar days,11:30 AM,T+1,0.25% p.a. based on the Net Asset Value (NAV) accrued daily,5% of the redeemed amount,Three-month yield based on the PHP BVAL at the start of the quarter																							,DIVERSITY MONEY MARKET FUND,Money Market Fund,1.193569,Bank of Commerce,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=184&bank_id=5
"Dec 16, 2013",PHP,Conservative,PHP 1.00,,PHP 1.00,PHP 0.00,0 banking days,11:00 AM,"Subscription: T + 0 business days, Redemption T + 1 business day",0.50% p.a.,none,30-day Philippine Special Savings Rate												,ATRAM Peso Money Market Fund,Money Market Fund,115.271082,ATRAM Trust Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=203&bank_id=31
"Oct 30, 2013",PHP,Moderate,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",30 calendar days,12:00 PM,T + 1 day,0.30% per annum based on the Net Asset Value (NAV),0.5% of amount redeemed,30 day Tbills									,Peso Money Market Fund,Money Market Fund,123.93387,Asia United Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=196&bank_id=4
"Feb 17, 2023",PHP,Conservative,"PHP 1,000.00",,PHP 100.00,"PHP 1,000.00",0 calendar days,12:00 PM,T+3,0.2105%,0,100% Bloomberg Philippine Sovereign Bond Index Money Market Index (BPHILMM) 		,AIA Peso Money Market Fund,Money Market Fund,1.0177,AIA INVESTMENT MANAGEMENT AND TRUST CORPORATION PHILIPPINES,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=482&bank_id=42
"Apr 29, 2005",USD,Moderate,USD 500.00,,USD 500.00,USD 500.00,0 calendar days,11:30 AM,After 4:00 p.m. on the same banking day the notice of redemption is received (T + 0),0.50% p.a.,None,1 year rolling USD Time Deposit Average																,BDO DOLLAR MONEY MARKET FUND,Money Market Fund,149.1997,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=137&bank_id=6
"Oct 5, 2021",PHP,Conservative,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",0 calendar days,11:00 AM,T + 1 Banking Days,0.50% as a % p.a. of the NAV,N/A,91-day T-Bill Rate				,Manulife Money Market Fund (Class A),Money Market Fund,1.0495,Manulife Investment Management and Trust Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=431&bank_id=39
"Jul 17, 2023",PHP,Conservative,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",30 calendar days,12:00 AM,T+1,0.50% per annum based on the gross portfolio value of the Fund,"Equivalent to twenty five percent (25%) of the net earnings  of the redeemed principal amount (i.e., net of trust fee, final  withholding tax, penalties, and other qualified expenses of  the Fund). ","		Equivalent to twenty five percent (25%) of the net earnings 
of the redeemed principal amount (i.e., net of trust fee, final 
withholding tax, penalties, and other qualified expenses of 
the Fund). ",LANDBANK Pera Money Market Fund,Money Market Fund,0.999377,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=486&bank_id=9
"Nov 17, 2006",PHP,Conservative,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",7 calendar days,01:30 PM,T+1,.50%,5%,"	Philippine
Dealing
System
Treasury
Reference
Rate 1 for
inception to
February
2007,
Philippine
Dealing
System
Treasury
Reference
Rate 2 for
March 2007 to
October 2018
and 3-Month
Bloomberg
Valuation
Reference
Rate of
November
2018 ",LANDBANK Cash Management Fund,Money Market Fund,1.455773,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=460&bank_id=9
"Aug 1, 2016",PHP,Moderate,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",30 calendar days,12:00 PM,T+1,0.50%,25% of net earnings (P500 minimum),"Percentage change in the Bloomberg Philippine Sovereign Bond Index Money Market*  or, in its absence, any relevant and industry-accepted benchmark

*Priced using PDEx�s (Philippine Dealing Exchange Corporation) PDSS-R2
		",LANDBANK Money Market Plus Fund,Money Market Fund,1.142929,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=282&bank_id=9
"Mar 27, 2012",PHP,Conservative,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",7 calendar days,12:00 PM,T + 1,0.20%,25% of net earnings (P500 minimum),"Percentage change in the Bloomberg Philippine Sovereign Bond Index Money Market*  or, in its absence, any relevant and industry-accepted benchmark

*Priced using PDEx�s (Philippine Dealing Exchange Corporation) PDSS-R2					",LANDBANK Money Market Fund,Money Market Fund,1.226111,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=100&bank_id=9
"Jun 21, 2016",PHP,Moderate,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",0 calendar days,12:00 PM,T+1,0.25% p.a of the market value of the fund,Not applicable,"Bloomberg Philippine Sovereign Bond Index Money Market, Adjusted.								",EastWest Peso Money Market Fund,Money Market Fund,118.1739,EastWest Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=287&bank_id=8
"Jun 14, 2016",PHP,Conservative,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",0 calendar days,11:30 AM,T+1,.30% p.a.,None,Philippine 30-Day Average Special Savings Account Rate			,CLASS III,Money Market Fund,1.134409,Development Bank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=278&bank_id=26
"Jun 14, 2016",PHP,Conservative,"PHP 100,000.00",,"PHP 10,000.00","PHP 100,000.00",0 calendar days,11:30 AM,T+1,.25% p.a. ,None,Philippine 30-Day Average Special Savings Account Rate			,CLASS II,Money Market Fund,1.14282,Development Bank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=277&bank_id=26
"Jun 14, 2016",PHP,Conservative,"PHP 1,000,000.00",,"PHP 100,000.00","PHP 1,000,000.00",0 calendar days,11:30 AM,T+1,.15% p.a. ,None,Philippine 30-Day Average Special Savings Account Rate						,CLASS I,Money Market Fund,1.15222,Development Bank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=276&bank_id=26
"Sep 12, 2014",PHP,Conservative,PHP 25.00,,PHP 25.00,PHP 25.00,0 calendar days,11:00 AM,T+0,0.05% p.a.,None,Philippine 30-Day Average Special Savings Account Rate			,UNLAD KAWANI MONEY MARKET FUND,Money Market Fund,1.189755,Development Bank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=239&bank_id=26
"Oct 30, 2013",PHP,Conservative,"PHP 10,000.00",,"PHP 10,000.00","PHP 10,000.00",30 calendar days,11:00 AM,T + 1,0.25%,0.50%,								,CTBC Money Market Fund,Money Market Fund,1.2117,CTBC Bank (Philippines) Corp.,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=237&bank_id=36
"May 22, 2014",PHP,Moderate,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",3 banking days,12:00 PM,T + 1,0.25% per annum based on the Net Asset Value (ANV) of the Fund before trust fee for the day,1.0% of the amount redeemed,Bloomberg Phil Sovereign Bond Index Money Market (BPHILMM)							,CHINA BANK SHORT,Money Market Fund,1.253377,China Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=228&bank_id=7
"Sep 15, 2005",USD,Conservative,"USD 1,000.00",,USD 500.00,"USD 1,000.00",30 calendar days,01:30 PM,T+3,0.25%,5%,HSBC USD  Deposit Index																		,UCPB US$ Money Market Fund (Formerly United US$ Money Market Fund),Money Market Fund,1.332404932,United Coconut Planters Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=72&bank_id=14
"Oct 8, 2019",USD,Moderately Conservative,"USD 1,000.00",,USD 0.00,USD 0.00,0 calendar days,02:00 PM,T+1,0.5% per annum,0,(50%) Bloomberg EM USD Aggregate Philippines Sovereign 1-3 Index (“I35423 Index”) + (50%) Philippine Bank’s USD TD 															,UnionBank USD Short Term Fixed Income Fund,Money Market Fund,1.081549,Union Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=368&bank_id=13
"Mar 28, 2005",USD,Conservative,USD 200.00,,USD 100.00,USD 200.00,0 calendar days,11:00 AM,T+1,0.50% based on NAV,None,Average 3-month U.S. Treasury Bill																							,RCBC DOLLAR MONEY MARKET FUND,Money Market Fund,1.463225,Rizal Commercial Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=77&bank_id=11
"Oct 28, 2019",USD,Conservative,"USD 1,000,000.00",,"USD 1,000.00","USD 1,000,000.00",0 calendar days,02:30 PM,T + 3 business days,0.25%,None,Philippine Dollar Deposit Rates Savings Index				,PRUInvest USD Liquid Fund (Class I),Money Market Fund,1.035,Pru Life UK Investments,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=373&bank_id=41
"Oct 28, 2019",USD,Conservative,"USD 1,000.00",,USD 100.00,"USD 1,000.00",0 calendar days,02:30 PM,T + 3 business days,0.50%,None,Philippine Dollar Deposit Rates Savings Index		,PRUInvest USD Liquid Fund (Class A),Money Market Fund,1.0263,Pru Life UK Investments,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=372&bank_id=41
"Mar 7, 2011",USD,Conservative,USD 100.00,Class I - USD 500 (via any PNB Branch) Class II - USD 100 (via PNB UITF Online),USD 100.00,USD 100.00,30 calendar days,11:00 AM,T+1,0.25% p.a. of fund value,"50% of income earned, if any",Philippine Dollar Deposit Rates Savings Deposit												,PNB PRIME DOLLAR MONEY MARKET FUND,Money Market Fund,1.147374,Philippine National Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=9&bank_id=2
"Oct 14, 2022",USD,Conservative,USD 500.00,,USD 500.00,USD 500.00,30 calendar days,11:00 AM,T+3,0.50% p.a.,0.125% of redemption value,PH USD Deposit Rates (PPSDUS$ Index)										,PBCOM USD MONEY MARKET FUND,Money Market Fund,102.4022,Philippine Bank of Communications,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=458&bank_id=10
"Jun 18, 2018",USD,Conservative,USD 500.00,,USD 100.00,USD 500.00,7 calendar days,12:00 PM,T + 1,0.375% p.a. based on Net Asset Value (NAV) ,50% of income earned from the redeemed amount,Philippines Dollar Deposit Rates Savings Deposits (PPSDUS$)																,Metro$ Money Market Fund,Money Market Fund,1.066293,Metropolitan Bank & Trust Co.,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=328&bank_id=1
"Mar 1, 2007",USD,Moderate,USD 500.00,,USD 100.00,USD 500.00,7 calendar days,12:00 PM,T + 1,0.50% p.a. based on Net Asset Value (NAV),50% of income on redeemed amount,3-Mo. US Treasury Bill Yield (net of taxes)																,Metro$ Short Term Fund,Money Market Fund,1.397699,Metropolitan Bank & Trust Co.,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=43&bank_id=1
"Sep 15, 2022",USD,Conservative,"USD 1,000.00",,USD 500.00,"USD 1,000.00",30 calendar days,01:30 PM,T+3,.25%,5%,"		HSBC USD
Deposit Index		",LANDBANK US$ Money Market Fund,Money Market Fund,1.359238,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=466&bank_id=9
"Apr 8, 2019",USD,Conservative,USD 500.00,,USD 100.00,USD 500.00,5 calendar days,12:00 PM,T+1,0.15% per annum based on the Net Asset Value (NAV) of the Fund before trust fee for the day,1.5% per annum of the proceeds,Bloomberg US Treasury Bills 3-6 months (formerly Bloomberg Barclays US Treasury Bills 3-6 months)							,CHINA BANK DOLLAR CASH FUND (formerly DOLLAR MONEY MARKET FUND),Money Market Fund,1.056089,China Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=359&bank_id=7
"Aug 30, 1994",USD,Moderately Conservative,USD 100.00,,USD 0.00,USD 100.00,0 calendar days,02:00 PM,Subscription: T+0; Redemption: T+0 (end-of-day),0.50% p.a.,None,3-month U.S. Treasury Bill						,BPI US DOLLAR SHORT TERM FUND,Money Market Fund,323.81,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=55&bank_id=3
"Mar 20, 2013",PHP,Moderate,"PHP 25,000.00",,"PHP 10,000.00","PHP 25,000.00",30 calendar days,12:00 PM,T + 3,1.25% PA,1.00% of the Principal,						,AB CAPITAL BALANCED FUND,Multi-Asset Fund,1.110181,AB Capital Asset Management,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=186&bank_id=29
"Sep 8, 2010",PHP,Moderately Aggressive,"PHP 2,000.00","Class I - PHP 10,000 (via any PNB Branch) Class II - PHP 2,000 (via PNB UITF Online)","PHP 2,000.00","PHP 2,000.00",30 calendar days,01:00 PM,T+2,1.25% p.a. of fund value,"50% of income earned, if any","50% PSEi and 50% Markit iBoxx ALBI Philippines 1-3

																																			",PNB MULTI,Multi-Asset Fund,1.33391,Philippine National Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=3&bank_id=2
"Dec 8, 2010",PHP,Aggressive,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",30 calendar days,11:00 AM,T+3,1.00% p.a. ,0.25% of redemption value,PSE/Bloomberg Philippines Sovereign Bond Index AI (BPHILR Index)				,PBCOM BEST BALANCED FUND,Multi-Asset Fund,115.2704,Philippine Bank of Communications,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=36&bank_id=10
"Apr 8, 2005",PHP,Aggressive,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",7 calendar days,12:00 PM,T + 3,2.00% p.a. based on Net Asset Value (NAV),50% of income on redeemed amount,60% Philippine Stock Exchange Index (PSEi) and 40% Markit iBoxx ALBI Philippines 1-5												,Metro Balanced Fund,Multi-Asset Fund,3.143607,Metropolitan Bank & Trust Co.,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=41&bank_id=1
"Mar 5, 2007",PHP,Aggressive,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",30 calendar days,01:30 PM,T+3,1.75%,5%,"		Composite
return of the
Philippine
Stock
Exchange
Index,
Bloomberg
Philippines
Sovereign
Bond Index
(net) and
30-day
Average
Special
Savings Rate
(net).		",LANDBANK Balanced Fund,Multi-Asset Fund,2.364502,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=459&bank_id=9
"Mar 24, 2006",PHP,Aggressive,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",30 calendar days,12:00 PM,T + 3,1.25%,25% of net earnings (P500 minimum),"Simple average of the percentage change in the following indices 

a. Bloomberg Government Bond Index AI (All in)*; and 
b. Closing Philippine Stock Exchange Index (PSEi) 

*Priced using PDEx�s (Philippine Dealing Exchange Corporation) PDSS-R2
				",LANDBANK Growth Fund,Multi-Asset Fund,2.39211,LandBank of the Philippines,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=98&bank_id=9
"Feb 18, 2011",PHP,Aggressive,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",30 calendar days,12:00 PM,T + 3,1.0% per annum based on the Net Asset Value (NAV) of the Fund before trust fee for the day,1.0% of the amount redeemed,60% Philippine Stock Exchange Index (PSEI) + 40% Bloomberg Phil Sovereign Bond Index 1 to 5 Year (BPHIL15)															,CHINA BANK BALANCED FUND,Multi-Asset Fund,1.524892,China Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=145&bank_id=7
"Jul 20, 2018",PHP,Moderately Aggressive,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",0 calendar days,02:00 PM,Subscription: T+0; Redemption: T+2 (end of day),0.30% p.a.,None,"90% BPI Philippine Government Bond 1-3 Year Index and 10% PSEI, net of tax				",BPI BAYANIHAN BALANCED FUND,Multi-Asset Fund,115.43,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=345&bank_id=3
"May 12, 2006",PHP,Aggressive,"PHP 10,000.00",,"PHP 5,000.00","PHP 10,000.00",0 calendar days,02:00 PM,Subscription: T+1; Redemption: T+2 (end of day),1.50% p.a.,None,"50% BPI Philippine Government Bond Index 
50% Philippine Stock Exchange Index							",ODYSSEY DIVERSIFIED BALANCED FUND,Multi-Asset Fund,194.5,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=62&bank_id=3
"Dec 4, 2006",PHP,Aggressive,"PHP 10,000.00",,"PHP 5,000.00","PHP 10,000.00",0 calendar days,02:00 PM,Subscription: T+1; Redemption: T+2 (end of day),1.50% p.a.,None,"70% BPI Philippine Government Bond Index
30% Philippine Stock Exchange Index						",ODYSSEY DIVERSIFIED CAPITAL FUND,Multi-Asset Fund,186.4,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=61&bank_id=3
"Apr 4, 2005",PHP,Aggressive,"PHP 10,000.00",,"PHP 1,000.00","PHP 10,000.00",0 calendar days,02:00 PM,Subscription: T+0; Redemption: T+2 (end of day),1.50%  p.a.,None,50% Philippine Stock Exchange Index and 50% BPI Philippine Government Bond 1-5 Year Index																		,BPI BALANCED FUND,Multi-Asset Fund,161.34,BPI WEALTH,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=52&bank_id=3
"Jul 3, 2003",PHP,Balanced,"PHP 10,000.00",,"PHP 10,000.00","PHP 10,000.00",30 calendar days,02:30 PM,Three (3) banking days after notice of redemption is received (T + 3),1.00% p.a.,0.50% of the Original Participation Amount,50% PSEi and 50% iBoxx ALBI Philippines 1-5 (Domestic) Index					,BDO PESO MULTI,Multi-Asset Fund,3266.2454,"BDO Unibank, Inc.",https://www.uitf.com.ph/daily_navpu_details.php?fund_id=125&bank_id=6
"Aug 31, 2022",PHP,Moderately Aggressive,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",0 calendar days,03:00 PM,"Subscription: T + 0 business days, Redemption: T + 4 business days",1.00% per annum,none,"5-year Government Bond Yield + 70 bps, reset annually",ATRAM Peso Diversified Income Fund,Multi-Asset Fund,99.532275,ATRAM Trust Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=455&bank_id=31
"Mar 5, 2007",PHP,Aggressive,"PHP 1,000.00",,"PHP 1,000.00","PHP 1,000.00",30 calendar days,01:30 PM,T+3,1.75%,5%,"Composite return of the Philippine Stock Exchange Index,
Bloomberg Philippines Sovereign Bond Index (net) and 30-day Average Special Savings Rate (net).																									",UCPB Balanced Fund (Formerly United Balanced Fund),Multi-Asset Fund,2.355752748,United Coconut Planters Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=75&bank_id=14
"Feb 15, 2011",PHP,Aggressive,"PHP 100,000.00",,PHP 0.00,PHP 0.00,0 calendar days,02:00 PM,T+4,"2% per annum on equity holdings, 1% per annum on fixed income holdings","0.25% of redeemed amount or PHP 500, whichever is higher",(50%) Bloomberg Philippine Sovereign Bond Index AI (“BPHILR”) + (50%) Philippine Stock Exchange Index 										,UnionBank PHP Balanced Fund,Multi-Asset Fund,139.909119,Union Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=89&bank_id=13
"May 20, 2013",PHP,Aggressive,"PHP 5,000.00",,"PHP 1,000.00","PHP 1,000.00",30 calendar days,11:30 AM,T + 3,1.25% p.a.,0.50% of the net proceeds,The Fund aims to achieve a rate of return based on the prevailing PDST-R2 rate plus 0.25% to 1% on the three year tenors and on the moving average of the Philippine Stock Exchange�s PHISIX.					,Sterling Balanced Fund,Multi-Asset Fund,112.30761,Sterling Bank of Asia,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=207&bank_id=33
"Oct 9, 2006",PHP,Aggressive,"PHP 10,000.00",,"PHP 5,000.00","PHP 5,000.00",0 calendar days,01:30 PM,T + 4,1.5% p.a.,N/A,"50% PSEi, 50% Markit iBoxx ALBI PH											",SB PESO ASSET VARIETY FUND,Multi-Asset Fund,1.957033,Security Bank Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=85&bank_id=12
"Oct 7, 2016",PHP,Moderate,"PHP 500,000.00",,"PHP 1,000.00","PHP 500,000.00",0 calendar days,12:00 PM,T+4 days,0.15% p.a.,None,50% PSEi & 50% Bloomberg Sovereign Bond Index (BPHIL 1-5 yrs) 																							,RBank Tax,Multi-Asset Fund,127.837197,Robinsons Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=286&bank_id=34
"Mar 28, 2008",PHP,Moderate,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",15 calendar days,12:00 PM,T+4 days,1.50% p.a.,1/2% of redemption amount or P500.00 whichever is higher,50% PSEi & 50% Bloomberg Sovereign Bond Index (BPHIL 1-5 yrs) 										,RBank Balanced Fund,Multi-Asset Fund,132.22387,Robinsons Bank,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=212&bank_id=34
"Jun 19, 2009",PHP,Moderate,"PHP 5,000.00",,"PHP 1,000.00","PHP 5,000.00",0 calendar days,11:00 AM,T+2,1% based on NAV,None,Composite: PSEi (60%) + BPI Philippine Government Bond Index (40%)																												,RCBC MULTI,Multi-Asset Fund,1.955671,Rizal Commercial Banking Corporation,https://www.uitf.com.ph/daily_navpu_details.php?fund_id=81&bank_id=11
